ensembl_id,gene_symbol
ENSGALG00000012126,CFI
ENSGALG00000012127,ELP4
ENSGALG00000012128,IMMP1L
ENSGALG00000012129,CCDC93
ENSGALG00000012130,DNAJC24
ENSGALG00000012131,ELOVL6
ENSGALG00000012132,RPS19BP1
ENSGALG00000012135,ATF4
ENSGALG00000012136,MPPED2
ENSGALG00000012137,KTN1
ENSGALG00000012138,SEPT7
ENSGALG00000012139,C5H11ORF46
ENSGALG00000012140,FSHB
ENSGALG00000012142,KCNA4
ENSGALG00000012143,
ENSGALG00000012144,MIEF1
ENSGALG00000012145,TBPL2
ENSGALG00000012146,MGAT3
ENSGALG00000012147,DDX18
ENSGALG00000012148,ATG14
ENSGALG00000012149,HERPUD2
ENSGALG00000012150,TAB1
ENSGALG00000012151,TBX20
ENSGALG00000012153,METTL15
ENSGALG00000012154,FBXO34
ENSGALG00000012155,EGF
ENSGALG00000012156,DPP10
ENSGALG00000012158,
ENSGALG00000012159,ACTR3
ENSGALG00000012160,KIF18A
ENSGALG00000012162,
ENSGALG00000012163,BDNF
ENSGALG00000012164,NPSR1
ENSGALG00000012165,DLGAP5
ENSGALG00000012166,SLC35F5
ENSGALG00000012169,KRT8
ENSGALG00000012170,LIN7C
ENSGALG00000012171,GPR39
ENSGALG00000012172,RPL3
ENSGALG00000012173,LGALS3
ENSGALG00000012176,LYPD1
ENSGALG00000012177,NCKAP5
ENSGALG00000012178,PDGFB
ENSGALG00000012179,SOCS4
ENSGALG00000012181,RRH
ENSGALG00000012183,NPTXR
ENSGALG00000012184,BMPER
ENSGALG00000012185,PLA2G12A
ENSGALG00000012186,CASP6
ENSGALG00000012187,MGAT5
ENSGALG00000012188,BBS9
ENSGALG00000012190,TMEM163
ENSGALG00000012191,LGR4
ENSGALG00000012192,NT5C3A
ENSGALG00000012193,FKBP9
ENSGALG00000012194,CCDC34
ENSGALG00000012195,
ENSGALG00000012196,CCDC109B
ENSGALG00000012197,ACMSD
ENSGALG00000012199,WDHD1
ENSGALG00000012200,GCH1
ENSGALG00000012201,DNAL4
ENSGALG00000012202,KBTBD2
ENSGALG00000012204,
ENSGALG00000012205,AVL9
ENSGALG00000012206,CGRRF1
ENSGALG00000012207,CCNT2
ENSGALG00000012208,GMFB
ENSGALG00000012209,LSM5
ENSGALG00000012211,PDLIM5
ENSGALG00000012213,CNI
ENSGALG00000012214,RAB3GAP1
ENSGALG00000012215,GTPBP1
ENSGALG00000012216,BMPR1B
ENSGALG00000012217,
ENSGALG00000012218,CBY1
ENSGALG00000012219,UNC5C
ENSGALG00000012220,CDKN3
ENSGALG00000012222,RAP1GDS1
ENSGALG00000012223,ZRANB3
ENSGALG00000012224,PDE1C
ENSGALG00000012225,CIRBP
ENSGALG00000012226,PPP1R17
ENSGALG00000012227,TSPAN5
ENSGALG00000012228,MDGA2
ENSGALG00000012229,RPS29
ENSGALG00000012230,LRR1
ENSGALG00000012232,DNAAF2
ENSGALG00000012235,NEUROD6
ENSGALG00000012236,DMC1
ENSGALG00000012237,POLE2
ENSGALG00000012238,ITGA9
ENSGALG00000012239,METAP1
ENSGALG00000012241,KLHDC1
ENSGALG00000012244,KLHDC2
ENSGALG00000012245,ADH5
ENSGALG00000012246,R3HDM1
ENSGALG00000012247,DDX17
ENSGALG00000012248,MAP3K9
ENSGALG00000012250,
ENSGALG00000012251,KDELR3
ENSGALG00000012252,
ENSGALG00000012254,CKIR2.3
ENSGALG00000012256,UTRN
ENSGALG00000012258,GOLGA4
ENSGALG00000012259,UBXN4
ENSGALG00000012260,LCT
ENSGALG00000012263,NEMF
ENSGALG00000012264,TRMT10A
ENSGALG00000012265,MICALL1
ENSGALG00000012266,LRRFIP2
ENSGALG00000012268,
ENSGALG00000012269,VCPKMT
ENSGALG00000012271,MTTP
ENSGALG00000012272,TMEM184B
ENSGALG00000012273,SOS2
ENSGALG00000012275,EPM2A
ENSGALG00000012277,MAFF
ENSGALG00000012278,EMCN
ENSGALG00000012279,FBXO30
ENSGALG00000012280,PPP3CA
ENSGALG00000012281,PLA2G6
ENSGALG00000012282,L2HGDH
ENSGALG00000012285,BAIAP2L2
ENSGALG00000012286,AMPH
ENSGALG00000012287,ATP5S
ENSGALG00000012288,SLC16A3
ENSGALG00000012289,SHPRH
ENSGALG00000012290,SOX10
ENSGALG00000012291,RPB6
ENSGALG00000012292,BANK1
ENSGALG00000012293,C22orf23
ENSGALG00000012295,CDKL1
ENSGALG00000012296,EIF3L
ENSGALG00000012297,GRM1
ENSGALG00000012298,SLC39A8
ENSGALG00000012299,ANKRD54
ENSGALG00000012300,RAB32
ENSGALG00000012301,VPS41
ENSGALG00000012303,POU6F2
ENSGALG00000012304,NFKB1
ENSGALG00000012306,YAE1D1
ENSGALG00000012307,GALR3
ENSGALG00000012308,MANBA
ENSGALG00000012309,
ENSGALG00000012310,RALA
ENSGALG00000012311,UBE2D3
ENSGALG00000012312,
ENSGALG00000012313,H1F0
ENSGALG00000012316,CDK13
ENSGALG00000012317,ADGB
ENSGALG00000012319,
ENSGALG00000012321,MAP4K5
ENSGALG00000012322,KCTD16
ENSGALG00000012324,
ENSGALG00000012327,INHBA
ENSGALG00000012329,GLI3
ENSGALG00000012332,
ENSGALG00000012333,C7orf25
ENSGALG00000012336,STXBP5
ENSGALG00000012337,MRPL32
ENSGALG00000012338,BDH2
ENSGALG00000012339,ATL1
ENSGALG00000012341,SAV1
ENSGALG00000012342,SASH1
ENSGALG00000012345,UST
ENSGALG00000012346,HECW1
ENSGALG00000012348,MCM6
ENSGALG00000012350,TDRD7
ENSGALG00000012351,STK17A
ENSGALG00000012352,BLVRA
ENSGALG00000012353,
ENSGALG00000012354,VOPP1
ENSGALG00000012355,DARS
ENSGALG00000012356,TAB2
ENSGALG00000012357,CXCR4
ENSGALG00000012360,LANCL2
ENSGALG00000012361,NIN
ENSGALG00000012362,THSD7B
ENSGALG00000012363,EGFR
ENSGALG00000012364,PPIL4
ENSGALG00000012365,PYGL
ENSGALG00000012367,TRIM9
ENSGALG00000012369,TPK1
ENSGALG00000012370,C3H6ORF72
ENSGALG00000012374,FRMD6
ENSGALG00000012377,HNMT
ENSGALG00000012378,KATNA1
ENSGALG00000012379,C5H14ORF166
ENSGALG00000012380,SPOPL
ENSGALG00000012382,
ENSGALG00000012386,LATS1
ENSGALG00000012387,NUP43
ENSGALG00000012388,PCMT1
ENSGALG00000012389,
ENSGALG00000012390,PPP1R14C
ENSGALG00000012391,
ENSGALG00000012392,IYD
ENSGALG00000012394,NID2
ENSGALG00000012395,PLEKHG1
ENSGALG00000012396,PTGER2
ENSGALG00000012400,TXNDC16
ENSGALG00000012401,GPR137C
ENSGALG00000012402,CUL1
ENSGALG00000012404,ERO1L
ENSGALG00000012405,EZH2
ENSGALG00000012407,LRP1B
ENSGALG00000012408,PSMC6
ENSGALG00000012410,
ENSGALG00000012412,MTHFD1L
ENSGALG00000012414,GNPNAT1
ENSGALG00000012415,PDIA4
ENSGALG00000012416,
ENSGALG00000012418,KYNU
ENSGALG00000012419,
ENSGALG00000012420,LGALS1
ENSGALG00000012421,ARHGAP15
ENSGALG00000012422,
ENSGALG00000012424,GTDC1
ENSGALG00000012425,FERMT2
ENSGALG00000012426,DDHD1
ENSGALG00000012428,
ENSGALG00000012429,BMP4
ENSGALG00000012433,ADCY1
ENSGALG00000012435,
ENSGALG00000012436,CARD10
ENSGALG00000012437,IGFBP1
ENSGALG00000012438,SBF1
ENSGALG00000012439,IGFBP3
ENSGALG00000012440,ZEB2
ENSGALG00000012442,MFNG
ENSGALG00000012444,ACVR2A
ENSGALG00000012446,ELFN2
ENSGALG00000012447,TNS3
ENSGALG00000012448,ORC4
ENSGALG00000012449,MBD5
ENSGALG00000012450,
ENSGALG00000012451,
ENSGALG00000012452,MIS18BP1
ENSGALG00000012453,EPC2
ENSGALG00000012454,CYTH4
ENSGALG00000012455,FANCM
ENSGALG00000012456,RAC2
ENSGALG00000012457,SS3R
ENSGALG00000012462,KIF5C
ENSGALG00000012463,
ENSGALG00000012464,SOUL
ENSGALG00000012466,FKBP25
ENSGALG00000012468,PRPF39
ENSGALG00000012470,LYPD6
ENSGALG00000012471,EIF2B4
ENSGALG00000012472,IL2RB
ENSGALG00000012473,MMADHC
ENSGALG00000012475,
ENSGALG00000012479,RBM43
ENSGALG00000012480,NMI
ENSGALG00000012481,TNFIP6
ENSGALG00000012483,TMPRSS6
ENSGALG00000012484,RIF1
ENSGALG00000012486,KCTD17
ENSGALG00000012487,MPST
ENSGALG00000012488,TST
ENSGALG00000012489,KLHL28
ENSGALG00000012490,TEX33
ENSGALG00000012494,CD1A1
ENSGALG00000012495,
ENSGALG00000012497,SLC12A7
ENSGALG00000012505,LRFN5
ENSGALG00000012508,TRIP13
ENSGALG00000012509,ARL5A
ENSGALG00000012511,CACNB4
ENSGALG00000012513,STAM2
ENSGALG00000012514,BRD9
ENSGALG00000012515,TPPP
ENSGALG00000012517,SLC9A3
ENSGALG00000012518,
ENSGALG00000012519,LRRC14B
ENSGALG00000012520,NCF4
ENSGALG00000012522,PVALB1
ENSGALG00000012523,IFT27
ENSGALG00000012525,FMNL2
ENSGALG00000012526,PRPF40A
ENSGALG00000012529,EIF3D
ENSGALG00000012530,FOXRED2
ENSGALG00000012531,FCGBP
ENSGALG00000012532,TXN2
ENSGALG00000012533,MYH9
ENSGALG00000012536,GALNT13
ENSGALG00000012537,KCNJ3
ENSGALG00000012538,NR4A2
ENSGALG00000012540,RBFOX2
ENSGALG00000012541,MB
ENSGALG00000012542,RASD2
ENSGALG00000012543,GPD2
ENSGALG00000012544,GALNT5
ENSGALG00000012545,CYTIP
ENSGALG00000012546,MCM5
ENSGALG00000012547,ACVR1C
ENSGALG00000012550,HMOX1
ENSGALG00000012551,ACVR1
ENSGALG00000012552,TOM1
ENSGALG00000012554,UPP2
ENSGALG00000012555,CCDC148
ENSGALG00000012556,HMGXB4
ENSGALG00000012557,ISX
ENSGALG00000012559,LARGE
ENSGALG00000012561,PKP4
ENSGALG00000012564,
ENSGALG00000012566,SYN3
ENSGALG00000012568,TIMP3
ENSGALG00000012569,FBXO7
ENSGALG00000012570,TANC1
ENSGALG00000012572,
ENSGALG00000012574,WDSUB1
ENSGALG00000012575,TLE1
ENSGALG00000012576,RASEF
ENSGALG00000012577,FRMD3
ENSGALG00000012579,BAZ2B
ENSGALG00000012583,IDNK
ENSGALG00000012584,MARCH7
ENSGALG00000012585,
ENSGALG00000012586,GKAP1
ENSGALG00000012587,NAA20
ENSGALG00000012588,KIF27
ENSGALG00000012589,C9orf64
ENSGALG00000012591,
ENSGALG00000012592,RMI1
ENSGALG00000012593,SLC28A3
ENSGALG00000012594,NTRK2
ENSGALG00000012595,AGTPBP1
ENSGALG00000012598,NAA35
ENSGALG00000012601,GOLM1
ENSGALG00000012602,BPIFC
ENSGALG00000012603,
ENSGALG00000012606,ISCA1
ENSGALG00000012607,ZCCHC6
ENSGALG00000012608,DAPK1
ENSGALG00000012610,CTSL2
ENSGALG00000012611,RTCB
ENSGALG00000012612,FBP2
ENSGALG00000012613,FBP1
ENSGALG00000012615,C9orf3
ENSGALG00000012616,COL15A1
ENSGALG00000012617,CHALK5
ENSGALG00000012618,FANCC
ENSGALG00000012619,PRDM4
ENSGALG00000012620,PTCH1
ENSGALG00000012621,ERCC6L2
ENSGALG00000012623,CFC1
ENSGALG00000012624,AAED1
ENSGALG00000012626,RECK
ENSGALG00000012627,CDC14B
ENSGALG00000012628,HABP4
ENSGALG00000012629,ZNF367
ENSGALG00000012631,PWP1
ENSGALG00000012634,ADNP2
ENSGALG00000012635,BTBD11
ENSGALG00000012636,RBFA
ENSGALG00000012638,CRY1
ENSGALG00000012639,MTERF2
ENSGALG00000012640,TMEM263
ENSGALG00000012641,
ENSGALG00000012642,RIC8B
ENSGALG00000012644,FOXD1
ENSGALG00000012647,RFX4
ENSGALG00000012650,PQLC1
ENSGALG00000012652,KCNG2
ENSGALG00000012653,CTDP1
ENSGALG00000012654,NFATC1
ENSGALG00000012656,ATP9B
ENSGALG00000012657,SALL3
ENSGALG00000012658,TCP11L2
ENSGALG00000012659,CKAP4
ENSGALG00000012660,KIAA0319
ENSGALG00000012662,NUAK1
ENSGALG00000012663,ALDH5A1
ENSGALG00000012665,
ENSGALG00000012666,GPLD1
ENSGALG00000012667,MRS2
ENSGALG00000012668,DCDC2
ENSGALG00000012670,NRSN1
ENSGALG00000012671,PRL
ENSGALG00000012674,
ENSGALG00000012677,CDKAL1
ENSGALG00000012680,E2F3
ENSGALG00000012681,MBOAT1
ENSGALG00000012683,RNF144B
ENSGALG00000012684,DEK
ENSGALG00000012685,KDM1B
ENSGALG00000012687,TPMT
ENSGALG00000012688,NHLRC1
ENSGALG00000012689,KIF13A
ENSGALG00000012691,
ENSGALG00000012692,SIRT5
ENSGALG00000012694,C12orf45
ENSGALG00000012695,NOL7
ENSGALG00000012696,RANBP9
ENSGALG00000012697,SLC41A2
ENSGALG00000012699,MCUR1
ENSGALG00000012700,RNF182
ENSGALG00000012702,JARID2
ENSGALG00000012703,DTNBP1
ENSGALG00000012704,MYLIP
ENSGALG00000012705,GMPR
ENSGALG00000012709,ATXN1
ENSGALG00000012710,NCS1
ENSGALG00000012712,RBM24
ENSGALG00000012714,TXNRD1
ENSGALG00000012715,CAP2
ENSGALG00000012717,NFYB
ENSGALG00000012718,HCFC2
ENSGALG00000012719,GLT8D2
ENSGALG00000012720,NUP153
ENSGALG00000012721,C6orf52
ENSGALG00000012722,5-MCDG
ENSGALG00000012724,PAK1IP1
ENSGALG00000012726,HSP90B1
ENSGALG00000012730,GFOD1
ENSGALG00000012731,TBC1D7
ENSGALG00000012732,PHACTR1
ENSGALG00000012734,NT5DC3
ENSGALG00000012735,EDN1
ENSGALG00000012739,HIVEP1
ENSGALG00000012740,ADAM12
ENSGALG00000012744,TMEM170B
ENSGALG00000012747,NEDD9
ENSGALG00000012748,ELOVL2
ENSGALG00000012751,STAB2
ENSGALG00000012753,
ENSGALG00000012754,PAH
ENSGALG00000012755,IGF-I
ENSGALG00000012756,PARPBP
ENSGALG00000012757,PMCH
ENSGALG00000012759,NUP37
ENSGALG00000012760,CCDC53
ENSGALG00000012761,DRAM1
ENSGALG00000012762,SYCP2L
ENSGALG00000012763,GNPTAB
ENSGALG00000012766,SYCP3
ENSGALG00000012768,GCM2
ENSGALG00000012769,CHPT1
ENSGALG00000012770,MAK
ENSGALG00000012773,GCNT2
ENSGALG00000012775,TFAP2A
ENSGALG00000012778,SLC35B3
ENSGALG00000012780,
ENSGALG00000012781,
ENSGALG00000012782,BLOC1S5
ENSGALG00000012783,MYBPC1
ENSGALG00000012784,TXNDC5
ENSGALG00000012787,BMP6
ENSGALG00000012788,PARP12
ENSGALG00000012790,DSP
ENSGALG00000012791,TBXAS1
ENSGALG00000012792,HIPK2
ENSGALG00000012795,RIOK1
ENSGALG00000012796,KIAA1549
ENSGALG00000012798,SSR1
ENSGALG00000012799,RREB1
ENSGALG00000012801,LY86
ENSGALG00000012802,F13A1
ENSGALG00000012805,FARS2
ENSGALG00000012807,RPP40
ENSGALG00000012808,
ENSGALG00000012809,ECI2
ENSGALG00000012812,SVOPL
ENSGALG00000012813,PRPF4B
ENSGALG00000012814,PXDC1
ENSGALG00000012816,SLC22A23
ENSGALG00000012821,TUBB2B
ENSGALG00000012823,TRIM24
ENSGALG00000012824,BPHL
ENSGALG00000012827,RIPK1
ENSGALG00000012830,IRF-4
ENSGALG00000012833,VPS33B
ENSGALG00000012834,AKR1D1
ENSGALG00000012835,SLC16A13
ENSGALG00000012836,PRC1
ENSGALG00000012837,EXOC2
ENSGALG00000012843,GMDS
ENSGALG00000012845,MYLK4
ENSGALG00000012847,
ENSGALG00000012848,KDM7A
ENSGALG00000012849,SLC37A3
ENSGALG00000012850,RAB19
ENSGALG00000012852,MKRN1
ENSGALG00000012856,WRNIP1
ENSGALG00000012857,DENND2A
ENSGALG00000012860,HSD11B1L
ENSGALG00000012863,ADCK2
ENSGALG00000012865,BRAF
ENSGALG00000012866,SERPINB6
ENSGALG00000012869,SERPINB14
ENSGALG00000012870,AGK
ENSGALG00000012872,SERPINB12
ENSGALG00000012873,SERPINB5
ENSGALG00000012874,KIAA1147
ENSGALG00000012875,WEE2
ENSGALG00000012876,SSBP1
ENSGALG00000012877,CREB3L2
ENSGALG00000012879,VPS4B
ENSGALG00000012882,KDSR
ENSGALG00000012885,BCL2
ENSGALG00000012886,MARVELD3
ENSGALG00000012888,PHLPP1
ENSGALG00000012889,ZCCHC2
ENSGALG00000012890,DGKI
ENSGALG00000012891,TNFRSF11A
ENSGALG00000012894,CHRM2
ENSGALG00000012898,KIAA1468
ENSGALG00000012903,PIGN
ENSGALG00000012906,CDH20
ENSGALG00000012907,MC4R
ENSGALG00000012908,SLC13A4
ENSGALG00000012909,C5orf22
ENSGALG00000012911,SYT10
ENSGALG00000012913,PKP2
ENSGALG00000012914,PRKDC
ENSGALG00000012915,MCM4
ENSGALG00000012916,DROSHA
ENSGALG00000012917,CDH6
ENSGALG00000012919,YARS2
ENSGALG00000012920,
ENSGALG00000012921,TEL
ENSGALG00000012923,CDH9
ENSGALG00000012927,CDH10
ENSGALG00000012928,
ENSGALG00000012929,DNM1L
ENSGALG00000012932,FGD4
ENSGALG00000012934,BICD1
ENSGALG00000012936,KIAA1551
ENSGALG00000012938,AMN1
ENSGALG00000012941,CDH12
ENSGALG00000012942,CDH18
ENSGALG00000012944,DENND5B
ENSGALG00000012946,FAM60A
ENSGALG00000012947,CAPRIN2
ENSGALG00000012949,
ENSGALG00000012950,
ENSGALG00000012952,BASP1
ENSGALG00000012953,IPO8
ENSGALG00000012954,MYO10
ENSGALG00000012956,TMTC1
ENSGALG00000012958,
ENSGALG00000012964,ANKH
ENSGALG00000012965,FAM105A
ENSGALG00000012966,ZBTB2
ENSGALG00000012968,RMND1
ENSGALG00000012969,DDX11
ENSGALG00000012971,CCDC170
ENSGALG00000012973,ESR1
ENSGALG00000012974,WASH1
ENSGALG00000012975,IQSEC3
ENSGALG00000012978,CDYL2
ENSGALG00000012979,TRIO
ENSGALG00000012984,
ENSGALG00000012985,SLC6A13
ENSGALG00000012986,KDM5A
ENSGALG00000012987,CCDC77
ENSGALG00000012988,B4GALNT3
ENSGALG00000012989,NINJ2
ENSGALG00000012992,WNK1
ENSGALG00000012993,RAD52
ENSGALG00000012994,ERC1
ENSGALG00000012997,DNAH5
ENSGALG00000012998,WNT5B
ENSGALG00000013000,ADIPOR2
ENSGALG00000013001,CTNND2
ENSGALG00000013002,DAP
ENSGALG00000013005,SNRNP48
ENSGALG00000013006,ROPN1L
ENSGALG00000013007,CACNA2D4
ENSGALG00000013008,CHUNK-1
ENSGALG00000013010,DCP1B
ENSGALG00000013018,TPRKB
ENSGALG00000013021,MARCH6
ENSGALG00000013022,CACNA1C
ENSGALG00000013024,IL17RA
ENSGALG00000013026,CECR5
ENSGALG00000013031,CECR1
ENSGALG00000013033,
ENSGALG00000013034,CECR2
ENSGALG00000013035,SBK2
ENSGALG00000013036,ATP6V1E1
ENSGALG00000013037,BCL2L13
ENSGALG00000013039,BID
ENSGALG00000013041,CCT5
ENSGALG00000013042,MICAL3
ENSGALG00000013043,FAM173B
ENSGALG00000013045,TUBAT
ENSGALG00000013049,SMARCD3
ENSGALG00000013051,SEMA5A
ENSGALG00000013053,MTRR
ENSGALG00000013054,FASTKD3
ENSGALG00000013056,
ENSGALG00000013057,
ENSGALG00000013058,
ENSGALG00000013060,ADCY2
ENSGALG00000013061,PAPD7
ENSGALG00000013063,SRD5A1
ENSGALG00000013064,NSUN2
ENSGALG00000013067,
ENSGALG00000013069,BPGM
ENSGALG00000013070,C7orf57
ENSGALG00000013071,CALD1
ENSGALG00000013072,AKR
ENSGALG00000013073,UPP1
ENSGALG00000013074,
ENSGALG00000013079,ABCA13
ENSGALG00000013081,VWC2
ENSGALG00000013083,ZPBP
ENSGALG00000013084,C7orf72
ENSGALG00000013085,PTPRO
ENSGALG00000013086,IKZF1
ENSGALG00000013090,LOXL4
ENSGALG00000013091,EPS8
ENSGALG00000013092,STRAP
ENSGALG00000013094,DDC
ENSGALG00000013095,DERA
ENSGALG00000013097,SLC15A5
ENSGALG00000013098,MGST1
ENSGALG00000013100,GRB10
ENSGALG00000013101,
ENSGALG00000013102,COBL
ENSGALG00000013105,
ENSGALG00000013107,SEC61G
ENSGALG00000013110,
ENSGALG00000013112,RERGL
ENSGALG00000013117,PIK3C2G
ENSGALG00000013123,PLCZ1
ENSGALG00000013124,FHOD3
ENSGALG00000013125,CAPZA3
ENSGALG00000013129,RPRD1A
ENSGALG00000013131,C18orf21
ENSGALG00000013133,YKT6
ENSGALG00000013134,PLEKHA5
ENSGALG00000013135,GALNT1
ENSGALG00000013136,AEBP2
ENSGALG00000013137,
ENSGALG00000013138,TMEM245
ENSGALG00000013143,PDE3A
ENSGALG00000013145,EPB41L4B
ENSGALG00000013146,PLXNB2
ENSGALG00000013149,MOCOS
ENSGALG00000013154,SLCO1C1
ENSGALG00000013155,
ENSGALG00000013156,ZNF830
ENSGALG00000013157,BAG1
ENSGALG00000013160,CHMP5
ENSGALG00000013164,SLCO1A2
ENSGALG00000013165,FH
ENSGALG00000013167,SDHA
ENSGALG00000013168,IAPP
ENSGALG00000013169,IL20RB
ENSGALG00000013170,GSG1L
ENSGALG00000013171,CCDC127
ENSGALG00000013173,PYROXD1
ENSGALG00000013174,RECQL
ENSGALG00000013177,BCAT1
ENSGALG00000013180,SLC6A18
ENSGALG00000013182,GRAMD4
ENSGALG00000013183,TERT
ENSGALG00000013185,PITPNM1
ENSGALG00000013187,CLPTM1L
ENSGALG00000013188,AIP
ENSGALG00000013189,LPCAT1
ENSGALG00000013191,NDUFS6
ENSGALG00000013193,IRX2
ENSGALG00000013194,IRX1
ENSGALG00000013196,ANKS6
ENSGALG00000013197,GALNT12
ENSGALG00000013200,GABBR2
ENSGALG00000013203,ELP2
ENSGALG00000013204,SOX5
ENSGALG00000013205,ETNK1
ENSGALG00000013207,CTNNAL1
ENSGALG00000013208,CENPE
ENSGALG00000013209,SLC39A6
ENSGALG00000013210,C2CD5
ENSGALG00000013211,ST8SIA1
ENSGALG00000013212,
ENSGALG00000013218,C3AR1
ENSGALG00000013221,ARHGEF33
ENSGALG00000013223,CLEC3A
ENSGALG00000013224,SOS1
ENSGALG00000013225,VAT1L
ENSGALG00000013226,
ENSGALG00000013227,MAP4K3
ENSGALG00000013229,CMAS
ENSGALG00000013232,RHBG
ENSGALG00000013233,
ENSGALG00000013234,HAPLN2
ENSGALG00000013235,PDK1
ENSGALG00000013237,BCAN
ENSGALG00000013239,NES
ENSGALG00000013242,MRPL24
ENSGALG00000013243,PRCC
ENSGALG00000013244,ABCC9
ENSGALG00000013245,IFNA
ENSGALG00000013247,CCDC83
ENSGALG00000013253,INSRR
ENSGALG00000013254,LOXL3
ENSGALG00000013255,SRF
ENSGALG00000013256,PICALM
ENSGALG00000013257,LDHB
ENSGALG00000013261,ARHGEF11
ENSGALG00000013265,GYS2
ENSGALG00000013268,
ENSGALG00000013270,
ENSGALG00000013271,ASB8
ENSGALG00000013272,PRMT8
ENSGALG00000013273,SPX
ENSGALG00000013280,
ENSGALG00000013281,RSPH4A
ENSGALG00000013286,KDM2A
ENSGALG00000013287,C4orf47
ENSGALG00000013293,GLDN
ENSGALG00000013294,CYP19A1
ENSGALG00000013295,BRD4
ENSGALG00000013297,BBOX1
ENSGALG00000013298,CPSF7
ENSGALG00000013302,SYT7
ENSGALG00000013303,SLC27A1
ENSGALG00000013304,SLC5A12
ENSGALG00000013305,NXNL1
ENSGALG00000013306,DAGLA
ENSGALG00000013310,MAEA
ENSGALG00000013311,ANO3
ENSGALG00000013312,
ENSGALG00000013313,PCBP2
ENSGALG00000013318,
ENSGALG00000013327,
ENSGALG00000013334,
ENSGALG00000013341,AGAP3
ENSGALG00000013342,GBX2
ENSGALG00000013343,ASB10
ENSGALG00000013346,
ENSGALG00000013348,OTUD7B
ENSGALG00000013350,MTMR11
ENSGALG00000013352,SF3B4
ENSGALG00000013354,ABCF2
ENSGALG00000013355,
ENSGALG00000013356,IKBKE
ENSGALG00000013357,MTCL1
ENSGALG00000013359,CHPF2
ENSGALG00000013362,CABP7
ENSGALG00000013363,NCALD
ENSGALG00000013365,
ENSGALG00000013366,TBL1X
ENSGALG00000013369,NCLN
ENSGALG00000013370,SEMA3F
ENSGALG00000013371,S1PR4
ENSGALG00000013372,IL7R
ENSGALG00000013376,CAPSL
ENSGALG00000013377,LMBRD2
ENSGALG00000013378,
ENSGALG00000013382,SCO1
ENSGALG00000013383,PPIE
ENSGALG00000013384,LIG1
ENSGALG00000013395,CLUAP1
ENSGALG00000013397,EXOC3
ENSGALG00000013399,CELSR1
ENSGALG00000013400,PDCD6
ENSGALG00000013402,AHRR
ENSGALG00000013403,MSANTD3
ENSGALG00000013404,AK8
ENSGALG00000013406,C3ORF64
ENSGALG00000013408,TMF1
ENSGALG00000013409,
ENSGALG00000013410,UBA3
ENSGALG00000013411,RBM14
ENSGALG00000013414,PDLIM3
ENSGALG00000013417,LPAR2
ENSGALG00000013419,PBX4
ENSGALG00000013420,FOXM1
ENSGALG00000013422,C12ORF32
ENSGALG00000013423,DSN1
ENSGALG00000013424,TULP3
ENSGALG00000013427,SORBS2
ENSGALG00000013430,
ENSGALG00000013431,RX1
ENSGALG00000013433,FAM125A
ENSGALG00000013436,TET3
ENSGALG00000013437,GAN
ENSGALG00000013438,TEX10
ENSGALG00000013439,ATP13A1
ENSGALG00000013441,INVS
ENSGALG00000013442,
ENSGALG00000013448,PARD3B
ENSGALG00000013452,ERP44
ENSGALG00000013454,HOXB1
ENSGALG00000013455,HOXB3
ENSGALG00000013457,PLEKHO1
ENSGALG00000013461,LOH12CR1
ENSGALG00000013462,STX17
ENSGALG00000013464,ANP32E
ENSGALG00000013468,TLR3
ENSGALG00000013469,
ENSGALG00000013478,S100A13
ENSGALG00000013480,MTHFD2
ENSGALG00000013481,AIOLOS
ENSGALG00000013482,
ENSGALG00000013483,NAA40
ENSGALG00000013484,ZPBP2
ENSGALG00000013486,ATMIN
ENSGALG00000013489,CCDC82
ENSGALG00000013492,
ENSGALG00000013493,SPTLC1
ENSGALG00000013494,CENPN
ENSGALG00000013495,GSDMA
ENSGALG00000013499,PPP6R2
ENSGALG00000013502,GCC1
ENSGALG00000013503,FAM149A
ENSGALG00000013504,CHIR-B2
ENSGALG00000013505,SYNE1
ENSGALG00000013506,MED24
ENSGALG00000013507,MSL1
ENSGALG00000013510,UTP15
ENSGALG00000013511,ANKRA2
ENSGALG00000013512,BTF3
ENSGALG00000013515,SLC4A5
ENSGALG00000013521,TBC1D1
ENSGALG00000013528,
ENSGALG00000013529,NUP210L
ENSGALG00000013532,CAPRIN1
ENSGALG00000013535,CYP4V2
ENSGALG00000013537,TPM3
ENSGALG00000013542,
ENSGALG00000013546,
ENSGALG00000013547,C1orf43
ENSGALG00000013548,GZMA
ENSGALG00000013549,MCOLN1
ENSGALG00000013552,
ENSGALG00000013559,AKAP8L
ENSGALG00000013563,CCDC102A
ENSGALG00000013565,CHD4
ENSGALG00000013568,NR4A3
ENSGALG00000013569,SEC61B
ENSGALG00000013571,
ENSGALG00000013572,SENP1
ENSGALG00000013573,ALG2
ENSGALG00000013575,ISG12(2)
ENSGALG00000013576,MEL1A
ENSGALG00000013579,FAT1
ENSGALG00000013583,FAM114A1
ENSGALG00000013587,COL2A1
ENSGALG00000013588,TMEM106C
ENSGALG00000013590,
ENSGALG00000013591,BLOC1S4
ENSGALG00000013594,PARD6G
ENSGALG00000013597,AAAS
ENSGALG00000013598,SCGN
ENSGALG00000013600,
ENSGALG00000013602,PCM1
